month,sector,num_new_house_transactions,price_new_house_transactions,amount_new_house_transactions,area_per_unit_new_house_transactions,num_new_house_available_for_sale,area_new_house_available_for_sale,period_new_house_sell_through,area_pre_owned_house_transactions,amount_pre_owned_house_transactions,num_pre_owned_house_transactions,price_pre_owned_house_transactions,num_land_transactions,planned_building_area,transaction_amount,num_new_house_transactions_nearby_sectors,area_new_house_transactions_nearby_sectors,amount_new_house_transactions_nearby_sectors,price_new_house_transactions_nearby_sectors,num_pre_owned_house_transactions_nearby_sectors,amount_pre_owned_house_transactions_nearby_sectors,price_pre_owned_house_transactions_nearby_sectors,num_land_transactions_nearby_sectors,planned_building_area_nearby_sectors,transaction_amount_nearby_sectors,date,month_num,quarter,year,days_in_month,month_sin,month_cos,amount_new_house_transactions_lag_1,amount_new_house_transactions_lag_2,amount_new_house_transactions_lag_3,amount_new_house_transactions_lag_6,amount_new_house_transactions_lag_12,amount_new_house_transactions_rolling_mean_3,amount_new_house_transactions_rolling_std_3,amount_new_house_transactions_rolling_mean_6,amount_new_house_transactions_rolling_std_6,amount_new_house_transactions_rolling_mean_12,amount_new_house_transactions_rolling_std_12,price_change_1m,price_change_3m,price_change_6m,supply_demand_ratio,new_vs_preowned_price_ratio,local_vs_nearby_ratio,ewgm_pred
2024-05-01,sector 48,35,45821,18699.01,117,1326.0,289931.0,79.26,839.0,2412.6,10.0,28755.6615,0.0,0.0,0.0,63.0,6782.333333,28862.30833,42555.13098,77.75,15259.25,20485.65196,0.0,0.0,0.0,2024-05-01,5,2,2024,31,0.49999999999999994,-0.8660254037844387,21961.74,10174.94,2921.3,31048.41,55881.58,11685.99333333334,9609.737274271763,18900.523333333334,11514.513459964657,31520.155833333334,15958.56308321501,-0.01667453538778485,-0.012095209348454095,-0.04561454666638898,36.833333333333336,1.5934047142433416,0.647847079281781,23362.025397649948
2024-06-01,sector 48,50,44986,27032.18,120,1273.0,282772.0,80.55,999.0,2686.0,11.0,26886.88689,0.0,0.0,0.0,81.0,9079.166667,39180.99333,43154.83433,106.75,19940.85,19675.71968,0.0,0.0,0.0,2024-06-01,6,2,2024,30,1.2246467991473532e-16,-1.0,18699.01,21961.74,10174.94,31692.7,41300.4,16945.230000000007,6085.965147476211,16842.29,9899.208165597925,28421.608333333337,14324.562269132364,-0.018223085484821322,-0.007216472094101034,-0.021532973725421956,24.96078431372549,1.6730954047835924,0.6899133429054668,23362.025397649948
2024-07-01,sector 48,32,47655,26009.47,171,1251.0,280052.0,72.63,1489.0,3621.0,17.0,24318.33445,0.0,0.0,0.0,50.5,5489.666667,24332.25333,44323.7355,97.25,18757.0,20024.01986,0.0,0.0,0.0,2024-07-01,7,3,2024,31,-0.4999999999999998,-0.8660254037844388,27032.18,18699.01,21961.74,15604.05,35192.14,22564.31000000001,4199.136639345706,16065.536666666667,8598.263989063566,27232.59,13738.552217493625,0.05932956919930654,0.022683376968968716,0.03393287192727423,37.90909090909091,1.9595519810781665,1.0688858430587835,23362.025397649948
2020-09-01,sector 49,14,9445,1417.59,107,130.0,13854.0,9.23,86.0,163.0,1.0,18953.48837,0.0,0.0,0.0,79.75,10592.75,21144.1725,19960.98511,93.71428571,23607.42857,30549.60901,0.25,24754.5,26500.0,2020-09-01,9,3,2020,30,-1.0,-1.8369701987210297e-16,,,,,,,,,,,,,,,8.666666666666666,0.49829886281441216,0.06704083402488203,267.6547676360769
2020-10-01,sector 49,1,8733,95.23,109,129.0,13745.0,17.08,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,85.25,10272.5,20423.6725,19881.89097,77.28571429,19615.14286,31328.37456,0.25,80736.48,83750.0,2020-10-01,10,4,2020,31,-0.8660254037844386,0.5000000000000001,1417.59,,,,,1417.59,,1417.59,,1417.59,,-0.0753838009528851,,,64.5,0.33535449409438833,0.004662498260376023,267.6547676360769
2020-11-01,sector 49,1,9029,98.86,109,128.0,13662.0,23.84,48.0,82.0,1.0,17083.33333,0.0,0.0,0.0,71.0,8373.75,16234.05,19386.83386,108.2857143,28153.57143,31567.35544,0.0,0.0,0.0,2020-11-01,11,4,2020,30,-0.5000000000000004,0.8660254037844384,95.23,1417.59,,,,756.41,935.0497231698429,756.41,935.0497231698429,756.41,935.0497231698429,0.0338944234512768,,,64.0,0.5284958930264562,0.006089294458594215,267.6547676360769
2020-12-01,sector 49,1,11462,89.91,78,127.0,13552.0,30.15,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,84.5,9272.5,17652.21,19037.16366,115.7142857,28939.71429,31410.36375,0.25,77124.75,77500.0,2020-12-01,12,4,2020,31,-2.4492935982947064e-16,1.0,98.86,95.23,1417.59,,,537.2266666666666,762.4191716066256,537.2266666666666,762.4191716066256,537.2266666666666,762.4191716066256,0.2694650570384318,0.21355214399153,,63.5,0.4401503734466826,0.005093124706498139,267.6547676360769
2021-01-01,sector 49,1,8916,107.57,121,126.0,13474.0,35.12,19.0,53.0,1.0,27894.73684,0.0,0.0,0.0,97.75,12143.0,23787.1375,19589.17689,101.2857143,29180.85714,33366.98357,0.0,0.0,0.0,2021-01-01,1,1,2021,31,0.49999999999999994,0.8660254037844387,89.91,98.86,95.23,,,94.66666666666667,4.501514559941101,425.3975,661.4718781311366,425.3975,661.4718781311366,-0.222125283545629,0.020954998282377124,,63.0,0.3196187306733999,0.004522001775044389,267.6547676360769
2021-03-01,sector 49,3,8990,299.46,111,122.0,13020.0,86.71,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,82.25,9304.0,18492.7775,19876.1581,100.2857143,27904.71429,34069.90738,0.0,0.0,0.0,2021-03-01,3,1,2021,31,1.0,6.123233995736766e-17,107.57,89.91,98.86,,,98.77999999999999,8.830271796497994,361.832,590.2216940438566,361.832,590.2216940438566,0.008299685957828595,-0.004319415217632128,,30.5,0.3452235087494047,0.016192473387332575,267.6547676360769
2021-05-01,sector 49,1,11353,176.43,155,122.0,13020.0,75.74,19.0,52.0,1.0,27368.42105,0.0,0.0,0.0,77.5,9889.0,20123.285,20349.16068,73.42857143,20559.28571,32980.03987,0.0,0.0,0.0,2021-05-01,5,2,2021,31,0.49999999999999994,-0.8660254037844387,299.46,107.57,89.91,1417.59,,165.64666666666665,116.22166335642143,351.43666666666667,528.5240734599197,351.43666666666667,528.5240734599197,0.2628476084538376,-0.00950968417379161,0.2020116463737427,61.0,0.41480599751305297,0.008767019548769062,267.6547676360769
2021-06-01,sector 49,4,11762,731.14,155,121.0,12865.0,41.81,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,54.0,6908.25,13590.6825,19673.1191,47.42857143,12844.85714,33264.5209,0.0,0.0,0.0,2021-06-01,6,2,2021,30,1.2246467991473532e-16,-1.0,176.43,299.46,107.57,95.23,,194.48666666666668,97.21098411873706,144.57666666666668,82.3243909583707,326.43571428571425,486.987419613592,0.0360257200739893,0.31920143562135483,0.34684529943890996,24.2,0.45167062401674063,0.0537931930060903,267.6547676360769
2021-08-01,sector 49,5,9094,443.45,98,114.0,12020.0,30.09,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,45.75,5177.0,9979.1,19275.83543,63.28571429,18616.0,34708.21681,0.0,0.0,0.0,2021-08-01,8,3,2021,31,-0.8660254037844384,-0.5000000000000004,731.14,176.43,299.46,98.86,,402.3433333333333,291.31517508247543,250.56166666666664,248.23821457758402,377.02374999999995,473.02262784707995,-0.2268321713994219,0.01156840934371517,0.007199025362720102,19.0,0.34921719561369147,0.04443342251079648,267.6547676360769
2021-12-01,sector 49,7,8827,653.7,106,106.0,11170.0,18.19,73.0,144.0,1.0,19726.0274,0.0,0.0,0.0,69.75,7780.75,16115.07,20711.46098,52.57142857,14934.0,33451.08957,0.0,0.0,0.0,2021-12-01,12,4,2021,31,-2.4492935982947064e-16,1.0,443.45,731.14,176.43,89.91,,450.34,277.41917759953077,307.99333333333334,245.9728405061556,384.40444444444444,443.0258203567572,-0.029360017594018073,-0.2224962564960803,-0.22989007154074337,13.25,0.4474571774559405,0.04056199805535717,267.6547676360769
2022-01-01,sector 49,8,8707,745.09,107,98.0,10315.0,14.85,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,39.0,4501.75,9001.9975,19996.66241,44.14285714,11547.28571,30380.74119,0.0,0.0,0.0,2022-01-01,1,1,2022,31,0.49999999999999994,0.8660254037844387,653.7,443.45,731.14,107.57,,609.43,148.86658019851188,401.9583333333333,253.570275499055,411.334,426.2814806413454,-0.013594652769910454,-0.2597347389899677,-0.023441004934948384,10.88888888888889,0.33435607237831666,0.08276021402871656,267.6547676360769
2022-02-01,sector 49,8,8857,725.35,102,92.0,9721.0,12.07,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,26.5,2826.5,5449.69,19280.70051,33.71428571,9584.428571,33279.26587,0.0,0.0,0.0,2022-02-01,2,1,2022,28,0.8660254037844386,0.5000000000000001,745.09,653.7,443.45,299.46,,614.08,154.6737880185262,508.21166666666664,238.67368848841852,441.67545454545456,416.7384709470349,0.01722751808889389,-0.026061139212667728,-0.014794215795328136,10.222222222222221,0.34011619766334567,0.1330748951050234,267.6547676360769
2022-03-01,sector 49,13,8591,1178.28,106,78.0,8245.0,8.71,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,43.5,4545.25,8612.57,18948.50668,56.42857143,14631.14286,31111.17861,0.0,0.0,0.0,2022-03-01,3,1,2022,31,1.0,6.123233995736766e-17,725.35,745.09,653.7,176.43,1417.59,708.0466666666667,48.08936507517327,579.1933333333334,227.22986746171077,465.315,405.69523291393364,-0.030032742463588114,-0.02673615044749067,-0.2432837135558883,5.571428571428571,0.32990157549122756,0.13679345497859774,267.6547676360769
2022-04-01,sector 49,16,8617,1368.81,99,62.0,6657.0,6.19,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,44.75,4999.25,10068.115,20139.25089,48.28571429,12365.71429,30479.94648,0.0,0.0,0.0,2022-04-01,4,2,2022,30,0.8660254037844387,-0.49999999999999983,1178.28,725.35,745.09,731.14,95.23,882.9066666666668,255.99115499042793,746.1683333333334,239.82063759540506,445.37249999999995,357.66843686512993,0.003026423000814793,-0.010336510853336422,-0.26738649889474575,3.6470588235294117,0.3308999972072993,0.13594144073237815,267.6547676360769
2022-05-01,sector 49,11,8607,955.24,101,51.0,5547.0,5.13,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,60.0,6520.75,12007.5775,18414.41169,47.57142857,12061.42857,29673.49664,0.0,0.0,0.0,2022-05-01,5,2,2022,31,0.49999999999999994,-0.8660254037844387,1368.81,1178.28,725.35,443.45,98.86,1090.8133333333333,330.5268615912076,852.4466666666667,348.4984879546346,551.5041666666667,426.63202114102825,-0.001160496692584445,-0.028226261713898637,-0.05355179239058716,4.25,0.33051598885496397,0.07954647417647928,267.6547676360769
2022-06-01,sector 49,11,8626,1021.05,108,41.0,4478.0,3.88,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,85.5,10255.75,18598.53,18134.73417,49.14285714,15352.0,33892.83124,0.0,0.0,0.0,2022-06-01,6,2,2022,30,1.2246467991473532e-16,-1.0,955.24,1368.81,1178.28,653.7,89.91,1167.4433333333334,206.99785320947973,937.745,285.26806430093063,622.8691666666666,415.5132662679941,0.002207505518763808,0.0040740309626352555,-0.02277104338960012,3.4166666666666665,0.331245604724401,0.05489654846117079,267.6547676360769
2022-07-01,sector 49,7,8614,659.79,109,34.0,3712.0,3.26,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,126.0,13815.5,26471.6875,19160.86099,52.0,12315.71429,29986.08696,0.0,0.0,0.0,2022-07-01,7,3,2022,31,-0.4999999999999998,-0.8660254037844388,1021.05,955.24,1368.81,745.09,107.57,1115.0333333333335,222.2266555418888,998.9700000000001,249.2615091826251,700.4641666666666,393.28623780231226,-0.0013911430558776194,-0.00034814900777535573,-0.010681061215114251,4.25,0.33078479470159866,0.024923423434058213,267.6547676360769
2022-08-01,sector 49,9,9447,1024.86,121,24.0,2512.0,2.12,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,68.25,7599.25,13720.13,18054.58433,46.42857143,12932.0,31992.93161,0.0,0.0,0.0,2022-08-01,8,3,2022,31,-0.8660254037844384,-0.5000000000000004,659.79,1021.05,955.24,725.35,299.46,878.6933333333333,192.41034544258042,984.7533333333334,268.34002166405696,746.4825000000001,347.21402414924006,0.09670304156025078,0.09759498082955731,0.0666139776448007,2.4,0.3627726904511264,0.07469209897435561,267.6547676360769
2022-09-01,sector 49,16,8445,1367.64,101,8.0,893.0,0.73,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,64.25,6897.5,12486.3075,18102.65676,42.42857143,10941.85714,31574.326,0.0,0.0,0.0,2022-09-01,9,3,2022,30,-1.0,-1.8369701987210297e-16,1024.86,659.79,1021.05,1178.28,176.43,901.9,209.68206432596898,1034.6716666666666,236.38919242779812,806.9325,324.7303568452111,-0.10606541759288668,-0.020983074426153436,-0.01699452915842159,0.47058823529411764,0.3242950535471327,0.10952240905415359,267.6547676360769
2022-10-01,sector 49,4,8268,314.16,95,4.0,513.0,0.5,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,63.75,6459.25,11563.01,17901.47463,43.0,10654.28571,30412.26604,0.0,0.0,0.0,2022-10-01,10,4,2022,31,-0.8660254037844386,0.5000000000000001,1367.64,1024.86,659.79,1368.81,731.14,1017.43,353.98348732673946,1066.2316666666668,269.6915302649799,906.2000000000002,295.19776277176373,-0.02095914742451155,-0.0401671697237056,-0.04050133457119642,0.8,0.31749810571079845,0.027167046725141194,267.6547676360769
2022-11-01,sector 49,3,8322,297.61,119,1.0,155.0,0.17,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,50.5,5429.75,9558.2725,17603.52226,28.42857143,7963.142857,31707.6223,0.0,0.0,0.0,2022-11-01,11,4,2022,30,-0.5000000000000004,0.8660254037844384,314.16,1367.64,1024.86,955.24,443.45,902.2199999999999,537.3410972557374,890.4566666666666,361.20483045865615,871.4516666666667,338.973706216368,0.006531204644412147,-0.11908542394410926,-0.0331125827814569,0.25,0.3195717508134089,0.031133122316577964,267.6547676360769
2022-12-01,sector 49,1,11440,177.79,155,558.0,77345.0,15.21,0.0,0.0,0.0,26040.10025,0.0,0.0,0.0,79.5,8341.5,15076.6675,18074.2882,28.14285714,8249.242857,33552.99245,0.0,0.0,0.0,2022-12-01,12,4,2022,31,-2.4492935982947064e-16,1.0,297.61,314.16,1367.64,1021.05,653.7,659.8033333333334,613.0603849812292,780.8516666666666,430.7053288463779,859.2983333333333,357.805342986514,0.3746695505888007,0.35464772054470095,0.32622304660329227,,0.43930555507154506,0.011791611666724976,267.6547676360769
2019-01-01,sector 5,2,37432,792.1,106,161.0,17173.0,83.95,,,,26007.370925000003,0.0,0.0,0.0,,,,,45.42857143,15800.74143,41984.16747,,,,2019-01-01,1,1,2019,31,0.49999999999999994,0.8660254037844387,,,,,,,,,,,,,,,53.666666666666664,,,2050.2956000910535
2019-02-01,sector 5,1,36915,409.13,111,160.0,17062.0,98.44,,,,26007.370925000003,0.0,0.0,0.0,,,,,25.71428571,8021.996429,35358.10534,,,,2019-02-01,2,1,2019,28,0.8660254037844386,0.5000000000000001,792.1,,,,,792.1,,792.1,,792.1,,-0.01381171190425301,,,80.0,,,2050.2956000910535
2019-03-01,sector 5,2,37591,833.24,111,158.0,16840.0,90.83,,,,26007.370925000003,0.0,0.0,0.0,,,,,34.28571429,14978.68571,45384.06268,,,,2019-03-01,3,1,2019,31,1.0,6.123233995736766e-17,409.13,792.1,,,,600.615,270.80068399101214,600.615,270.80068399101214,600.615,270.80068399101214,0.01831233915752395,,,52.666666666666664,,,2050.2956000910535
2019-07-01,sector 5,1,36540,404.98,111,241.0,24397.0,165.1,,,,26007.370925000003,0.0,0.0,0.0,,,,,55.64285714,22452.36357,42114.91485,,,,2019-07-01,7,3,2019,31,-0.4999999999999998,-0.8660254037844388,833.24,409.13,792.1,,,678.1566666666666,233.89022090145912,678.1566666666666,233.89022090145912,678.1566666666666,233.89022090145912,-0.02795881993030247,-0.023829878179098096,,120.5,,,2050.2956000910535
2019-08-01,sector 5,2,36994,791.88,107,239.0,24183.0,132.74,,,,26007.370925000003,0.0,0.0,0.0,,,,,44.42857143,16338.07143,42690.79303,,,,2019-08-01,8,3,2019,31,-0.8660254037844384,-0.5000000000000004,404.98,833.24,409.13,,,549.1166666666667,246.06677352566993,609.8625,234.78954354556194,609.8625,234.78954354556194,0.012424740010946955,0.0021400514695923967,,79.66666666666667,,,2050.2956000910535
2019-09-01,sector 5,1,37354,379.03,101,239.0,24183.0,170.16,,,,26007.370925000003,0.0,0.0,0.0,,,,,65.14285714,23683.21429,40365.34739,,,,2019-09-01,9,3,2019,30,-1.0,-1.8369701987210297e-16,791.88,404.98,833.24,,,676.6999999999999,236.22337140935056,646.266,219.0220796632157,646.266,219.0220796632157,0.00973130777963993,-0.006304700593227075,,119.5,,,2050.2956000910535
2019-10-01,sector 5,1,37374,414.22,111,237.0,23971.0,178.49,,,,26007.370925000003,0.0,0.0,0.0,,,,,46.71428571,18567.07143,41727.77475,,,,2019-10-01,10,4,2019,31,-0.8660254037844386,0.5000000000000001,379.03,791.88,404.98,792.1,,525.2966666666666,231.23225517503684,601.7266666666667,224.22990520148437,601.7266666666667,224.22990520148437,0.0005354178936660681,0.022824302134647034,-0.0015494763838427295,118.5,,,2050.2956000910535
2019-12-01,sector 5,1,37199,412.28,111,236.0,23860.0,184.1,,,,26007.370925000003,0.0,0.0,0.0,,,,,72.5,27807.82143,44813.12015,,,,2019-12-01,12,4,2019,31,-2.4492935982947064e-16,1.0,414.22,379.03,791.88,409.13,,528.3766666666667,228.87789109770597,538.7466666666667,212.84412772417912,574.9399999999999,216.61460530936813,-0.004682399529084336,0.005541439152294991,0.00769334958688872,118.0,,,2050.2956000910535
2020-07-01,sector 5,3,41830,1423.35,113,233.0,23520.0,69.12,,,,26007.370925000003,0.0,0.0,0.0,,,,,93.0,39169.28571,51278.7664,,,,2020-07-01,7,3,2020,31,-0.4999999999999998,-0.8660254037844388,412.28,414.22,379.03,833.24,,401.8433333333333,19.78072378183862,539.2716666666666,212.46401920482128,554.6075,208.6289647573277,0.12449259388693235,0.11982652460245213,0.11276635364847976,58.25,,,2050.2956000910535
2020-12-01,sector 5,2,40803,936.18,115,232.0,23409.0,82.18,,,,26007.370925000003,0.0,0.0,0.0,,,,,112.4285714,41364.57143,46117.65455,,,,2020-12-01,12,4,2020,31,-2.4492935982947064e-16,1.0,1423.35,412.28,414.22,404.98,,749.9499999999999,583.182313603559,637.6233333333333,415.4139173723801,651.1344444444444,349.2024460864754,-0.024551757112120542,0.09174827420131648,0.1166666666666667,77.33333333333333,,,2050.2956000910535
2021-01-01,sector 5,1,39727,471.2,119,231.0,23290.0,133.83,,,,26007.370925000003,0.0,0.0,0.0,,,,,117.6428571,48429.0,49316.70061,,,,2021-01-01,1,1,2021,31,0.49999999999999994,0.8660254037844387,936.18,1423.35,412.28,791.88,,923.9366666666666,505.64618127039506,726.1566666666668,412.5113015987158,679.639,341.34776315364945,-0.026370610004166406,0.06795881609720689,0.07387684489376656,115.5,,,2050.2956000910535
2021-03-01,sector 5,1,42277,409.24,97,297.0,29373.0,198.09,,,,26007.370925000003,0.0,0.0,0.0,,,,,102.4285714,42304.71429,52429.6236,,,,2021-03-01,3,1,2021,31,1.0,6.123233995736766e-17,471.2,936.18,1423.35,379.03,,943.5766666666665,476.11809315896954,672.71,422.93544140920613,660.69,329.8729702173247,0.06418808367105489,0.010686110447047481,0.1317931145258875,148.5,,,2050.2956000910535
2021-04-01,sector 5,3,40212,1271.52,105,296.0,29276.0,153.88,,,,26007.370925000003,1.0,917350.0,708200.0,,,,,108.4285714,40667.64286,48285.75548,,,,2021-04-01,4,2,2021,30,0.8660254037844387,-0.49999999999999983,409.24,471.2,936.18,414.22,792.1,605.54,288.01365870388844,677.745,418.9005440793793,639.7358333333333,322.7889744218865,-0.04884452539205719,-0.014484229100801382,0.07593514207737995,74.0,,,2050.2956000910535
2021-05-01,sector 5,1,40784,451.88,111,558.0,77345.0,15.21,,,,26007.370925000003,0.0,0.0,0.0,,,,,83.42857143,34337.92857,48984.20624,,,,2021-05-01,5,2,2021,31,0.49999999999999994,-0.8660254037844387,1271.52,409.24,471.2,412.28,409.13,717.32,480.95009138163175,820.6283333333334,455.63533060625,679.6875,369.63159890810687,0.014224609569282842,0.026606589976590156,0.09637355842898998,,,,2050.2956000910535
2021-07-01,sector 5,4,40515,1863.69,115,558.0,77345.0,15.21,,,,26007.370925000003,0.0,0.0,0.0,,,,,70.5,26317.28571,46995.15306,,,,2021-07-01,7,3,2021,31,-0.4999999999999998,-0.8660254037844388,451.88,1271.52,409.24,1423.35,833.24,710.88,485.9963473113763,827.2283333333334,448.7724110244153,683.25,366.98344121672943,-0.006595723813260124,-0.041677507864796515,-0.031436767869949755,,,,2050.2956000910535
2021-08-01,sector 5,2,40995,811.7,99,558.0,77345.0,15.21,,,,26007.370925000003,0.0,0.0,0.0,,,,,67.28571429,24458.28571,47006.75416,,,,2021-08-01,8,3,2021,31,-0.8660254037844384,-0.5000000000000004,1863.69,451.88,1271.52,936.18,404.98,1195.6966666666667,708.9525741778032,900.6183333333333,581.9894461041943,769.1208333333334,501.2621615565385,0.011847463902258326,0.01947179946284683,0.004705536357620721,,,,2050.2956000910535
2022-08-01,sector 5,1,41150,488.07,119,162.0,16585.0,139.83,,,,26007.370925000003,0.0,0.0,0.0,,,,,63.5,22447.85714,43939.7117,,,,2022-08-01,8,3,2022,31,-0.8660254037844384,-0.5000000000000004,811.7,1863.69,451.88,471.2,791.88,1042.4233333333334,733.6394287613865,879.8716666666666,582.686514291061,803.0141666666667,487.9764006115335,0.003780948896206837,0.008974107493134653,0.03581946786820045,81.0,,,2050.2956000910535
2022-09-01,sector 5,1,45899,447.01,97,266.0,28653.0,265.31,,,,26007.370925000003,0.0,0.0,0.0,,,,,58.71428571,20955.5,46211.29068,,,,2022-09-01,9,3,2022,30,-1.0,-1.8369701987210297e-16,488.07,811.7,1863.69,409.24,379.03,1054.4866666666667,719.229879964211,882.6833333333334,580.3561754187396,777.6966666666666,496.41485508747127,0.11540704738760632,0.13288905343699864,0.08567306100243632,133.0,,,2050.2956000910535
2022-10-01,sector 5,4,45812,1992.43,109,357.0,39329.0,181.26,,,,26007.370925000003,0.0,0.0,0.0,,,,,54.21428571,19071.14286,44644.42772,,,,2022-10-01,10,4,2022,31,-0.8660254037844386,0.5000000000000001,447.01,488.07,811.7,1271.52,414.22,582.2599999999999,199.75864461894955,888.9783333333334,574.3677137659,783.3616666666667,491.8183557488629,-0.00189546613215974,0.11750213440663493,0.13926191186710435,71.4,,,2050.2956000910535
2022-12-01,sector 5,1,45872,446.74,97,331.0,36111.0,193.03,,,,26007.370925000003,0.0,0.0,0.0,,,,,44.85714286,22691.87143,54421.61884,,,,2022-12-01,12,4,2022,31,-2.4492935982947064e-16,1.0,1992.43,447.01,488.07,451.88,412.28,975.8366666666666,880.6349896145017,1009.1300000000001,725.8292180671706,914.8791666666666,586.1086368810096,0.0013097005151487817,0.1147509113001215,0.12475480580619847,165.5,,,2050.2956000910535
2023-03-01,sector 5,6,45020,2899.29,107,325.0,35467.0,90.45,,,,26007.370925000003,0.0,0.0,0.0,,,,,98.57142857,50315.33571,59944.5754,,,,2023-03-01,3,1,2023,31,1.0,6.123233995736766e-17,446.74,1992.43,447.01,1863.69,1423.35,962.0599999999998,892.3266055094402,1008.2733333333334,726.6210587828203,917.7508333333334,583.5008822842645,-0.01857342169515175,-0.019150744024924338,0.11119338516598787,46.42857142857143,,,2050.2956000910535
2023-04-01,sector 5,6,41737,2897.34,116,623.0,65360.0,136.59,,,,26007.370925000003,0.0,0.0,0.0,,,,,84.78571429,41389.21429,57903.78831,,,,2023-04-01,4,2,2023,30,0.8660254037844387,-0.49999999999999983,2899.29,446.74,1992.43,811.7,936.18,1779.4866666666665,1240.0641205330207,1180.8733333333334,1030.0827748616452,1040.7458333333334,810.9780731982421,-0.07292314526876942,-0.0889504933205274,0.01809976826442239,89.0,,,2050.2956000910535
2023-05-01,sector 5,3,46158,1513.9,109,621.0,65130.0,147.72,,,,26007.370925000003,0.0,0.0,0.0,,,,,72.5,36902.71429,57906.07487,,,,2023-05-01,5,2,2023,31,0.49999999999999994,-0.8660254037844387,2897.34,2899.29,446.74,488.07,471.2,2081.123333333333,1415.4178219993328,1528.4800000000002,1215.7581268328006,1204.1758333333335,970.0063399367162,0.1059251982653282,0.006234740146494611,0.12170109356014591,155.25,,,2050.2956000910535
2023-06-01,sector 5,5,46666,2210.77,95,615.0,64562.0,120.68,,,,26007.370925000003,0.0,0.0,0.0,,,,,69.57142857,33283.71429,55629.81269,,,,2023-06-01,6,2,2023,30,1.2246467991473532e-16,-1.0,1513.9,2897.34,2899.29,447.01,409.24,2436.8433333333332,799.2929675865633,1699.4516666666668,1107.4936440705503,1291.0675,944.7514748250414,0.011005676155812605,0.0365615282096845,0.01671060371685651,102.5,,,2050.2956000910535
2023-07-01,sector 5,12,53976,7218.54,111,540.0,56328.0,80.99,,,,26007.370925000003,0.0,0.0,0.0,,,,,70.0,34664.62857,57446.11742,,,,2023-07-01,7,3,2023,31,-0.4999999999999998,-0.8660254037844388,2210.77,1513.9,2897.34,1992.43,1271.52,2207.3366666666666,691.7263904415784,1993.4116666666669,928.1241596126386,1441.195,934.9712000766266,0.15664509492992762,0.2932410091765101,0.17820658342792273,41.53846153846154,,,2050.2956000910535
2023-08-01,sector 5,8,55057,4193.28,95,632.0,67177.0,95.09,,,,26007.370925000003,0.0,0.0,0.0,,,,,66.92857143,29605.61429,53706.32977,,,,2023-08-01,8,3,2023,31,-0.8660254037844384,-0.5000000000000004,7218.54,2210.77,1513.9,446.74,451.88,3647.736666666666,3111.9743384599647,2864.4300000000003,2326.2415950369386,1936.78,1907.3435675495718,0.020027419593893647,0.1927943151783007,0.2002310777816534,70.22222222222223,,,2050.2956000910535
2023-09-01,sector 5,4,48664,1993.03,102,628.0,66767.0,100.04,,,,26007.370925000003,0.0,0.0,0.0,,,,,72.21428571,36486.50714,58836.32615,,,,2023-09-01,9,3,2023,30,-1.0,-1.8369701987210297e-16,4193.28,7218.54,2210.77,2899.29,1863.69,4540.863333333334,2521.914099138457,3488.853333333334,2031.6589371020584,2248.563333333333,1947.9105917522515,-0.11611602521023667,0.04281489735567656,0.08094180364282533,125.6,,,2050.2956000910535
2023-10-01,sector 5,5,50409,2487.33,99,624.0,66381.0,104.71,,,,26007.370925000003,0.0,0.0,0.0,,,,,70.28571429,31049.07143,55369.90803,,,,2023-10-01,10,4,2023,31,-0.8660254037844386,0.5000000000000001,1993.03,4193.28,7218.54,2897.34,811.7,4468.283333333333,2623.5870130478493,3337.81,2116.1856332940165,2259.3416666666667,1945.9442237210535,0.035858129212559486,-0.06608492663405963,0.20777727196492313,104.0,,,2050.2956000910535
2023-11-01,sector 5,3,46765,1461.79,104,622.0,66180.0,104.82,,,,26007.370925000003,0.0,0.0,0.0,,,,,76.0,31082.25714,51450.34702,,,,2023-11-01,11,4,2023,30,-0.5000000000000004,0.8660254037844384,2487.33,1993.03,4193.28,1513.9,488.07,2891.213333333333,1154.3900232734752,3269.475,2139.7426269974617,2398.9775,1891.993235472844,-0.07228867860897858,-0.15060755217320232,0.013150483123185674,155.5,,,2050.2956000910535
