month,sector,num_new_house_transactions,area_new_house_transactions,price_new_house_transactions,amount_new_house_transactions,area_per_unit_new_house_transactions,total_price_per_unit_new_house_transactions,num_new_house_available_for_sale,area_new_house_available_for_sale,period_new_house_sell_through,amount_pre_owned_house_transactions,price_pre_owned_house_transactions,amount_new_house_transactions_nearby_sectors,month_num,year,is_december,is_february,new_to_preowned_price_ratio,num_new_house_available_for_sale_lag1,amount_pre_owned_house_transactions_lag1,period_new_house_sell_through_lag1,sector_historical_mean,sector_historical_std,months_since_start
2019-03-01,sector 35,80,9011,17641,15895.64,113,198.7,689.0,73556.0,21.85,0.0,5295.550396,73357.03,3,2019,0,0,3.331287341411225,624.0,0.0,27.54,2566.51,,1
2019-07-01,sector 35,29,3106,17592,5464.65,107,188.44,692.0,73380.0,14.24,0.0,5295.550396,59229.365,7,2019,0,0,3.32203429001226,689.0,0.0,21.85,9231.075,9425.118210317045,2
2020-06-01,sector 35,12,1583,17708,2802.44,132,233.54,878.0,89361.0,70.32,364.0,16930.23256,75303.9425,6,2020,0,0,1.045939560324622,692.0,0.0,14.24,7975.599999999999,7010.355131239786,3
2021-03-01,sector 35,403,36744,23210,85282.61,91,211.62,1350.0,127505.0,3.7,3372.0,17345.67901,83474.23,3,2021,0,0,1.33808540943362,878.0,364.0,70.32,6682.3099999999995,6281.224573319017,4
2021-11-01,sector 35,75,7440,21559,16040.32,99,213.87,1964.0,191917.0,13.77,386.0,15078.125,51309.49,11,2021,0,0,1.429819689119171,1350.0,3372.0,3.7,22402.370000000003,35569.53427616603,5
2021-12-01,sector 35,122,11316,22832,25837.39,93,211.78,2018.0,196406.0,15.52,1307.0,16565.2725,45816.8925,12,2021,1,0,1.3783051259796664,1964.0,386.0,13.77,21342.028333333332,31920.203031921596,6
2023-02-01,sector 35,29,2784,21484,5980.41,96,206.22,1608.0,163111.0,38.11,1817.0,16122.44898,49643.8,2,2023,0,1,1.3325518987004419,2018.0,1307.0,15.52,21984.222857142857,29188.51996894425,7
2023-07-01,sector 35,58,5529,22018,12173.39,95,209.89,1397.0,141044.0,25.31,983.0,13923.51275,31840.8,7,2023,0,0,1.5813538146111872,1608.0,1817.0,38.11,19983.74625,27609.32803183267,8
2023-11-01,sector 35,35,3430,21636,7421.13,98,212.03,1147.0,116573.0,26.72,1290.0,16818.77445,33427.7175,11,2023,0,0,1.2864195345695952,1397.0,983.0,25.31,19115.928888888888,25957.0526605658,9
2020-05-01,sector 36,90,9468,38604,36550.08,105,406.11,343.0,37700.0,4.31,8167.0,27665.98916,14384.13125,5,2020,0,0,1.395359471036531,,,,,,0
2020-11-01,sector 36,28,3054,41407,12645.43,109,451.62,126.0,13700.0,2.62,23687.0,28466.53047,29736.9375,11,2020,0,0,1.454585413689159,343.0,8167.0,4.31,36550.08,,1
2021-03-01,sector 36,55,5567,47058,26197.31,101,476.31,154.0,16091.0,3.31,18105.0,27386.17456,43274.08,3,2021,0,0,1.7183122782227676,126.0,23687.0,2.62,24597.755,16903.140116891005,2
2022-05-01,sector 36,220,24023,58590,140749.92,109,639.77,1498.0,175664.0,10.94,10186.0,23967.05882,30855.22625,5,2022,0,0,2.4446053410236512,154.0,18105.0,3.31,25130.940000000002,11987.949434256887,3
2022-06-01,sector 36,181,19820,59720,118362.96,110,653.94,1335.0,157585.0,9.79,19975.0,29092.63035,42127.21625,6,2022,0,0,2.052753542101084,1498.0,10186.0,10.94,54035.685000000005,58632.28139701685,4
2023-04-01,sector 36,276,26554,48137,127824.27,96,463.13,1501.0,192691.0,8.58,15007.0,28976.63642,29235.27375,4,2023,0,0,1.6612349101628407,1335.0,19975.0,9.79,66901.14,58360.1574548026,5
2023-05-01,sector 36,152,15974,52308,83557.27,105,549.72,1362.0,177972.0,7.48,13461.0,29029.54496,29539.38625,5,2023,0,0,1.8018883889525494,1501.0,15007.0,8.58,77054.99500000001,57821.544520063035,6
2023-08-01,sector 36,132,13027,52597,68515.73,99,519.06,1996.0,240400.0,11.13,17034.0,28715.44167,34483.41625,8,2023,0,0,1.8316625808667215,1362.0,13461.0,7.48,77983.89142857143,52840.7902627927,7
2024-03-01,sector 36,279,26576,50926,135338.66,95,485.08,2680.0,321707.0,17.37,15511.0,27264.89717,35619.52,3,2024,0,0,1.8678229256640912,1996.0,17034.0,11.13,76800.37125,49035.46095037679,8
2024-06-01,sector 36,480,43635,50307,219513.2,91,457.32,2678.0,314030.0,14.51,13006.0,24410.66066,55873.86375,6,2024,0,0,2.060861879188484,2680.0,15511.0,17.37,83304.62555555555,49846.41204170044,9
2019-04-01,sector 37,8,1630,78991,12876.75,204,1609.59,311.0,80386.0,29.66,17178.7,40458.54922,6256.311111,4,2019,0,0,1.952393289499173,,,,,,0
2019-12-01,sector 37,9,2142,110867,23744.93,238,2638.33,340.0,80479.0,46.57,70398.5,65141.57491,6118.575556,12,2019,1,0,1.7019392017029757,311.0,17178.7,29.66,12876.75,,1
2020-08-01,sector 37,22,3586,58017,20805.28,163,945.69,276.0,66938.0,30.17,121149.0,75187.11599,9728.106667,8,2020,0,0,0.7716348637141015,340.0,70398.5,46.57,18310.84,7684.963777156012,2
2020-12-01,sector 37,11,3348,114142,38213.68,304,3473.97,255.0,61899.0,18.94,119416.0,77457.35227,13922.98889,12,2020,1,0,1.473610918200832,276.0,121149.0,30.17,19142.32,5621.6911245015945,3
2022-06-01,sector 37,4,1069,90405,9668.58,267,2417.15,196.0,42540.0,20.72,86896.88,116530.6155,7533.035556,6,2022,0,0,0.7758047068755077,255.0,119416.0,18.94,23910.16,10582.917074005005,4
2022-09-01,sector 37,8,2028,97804,19839.01,254,2479.88,518.0,87329.0,49.23,37402.0,85568.51979,17055.91222,9,2022,0,0,1.1429904390075694,196.0,86896.88,20.72,21061.844,11160.78494218619,5
2024-05-01,sector 37,15,2020,91669,18517.18,135,1234.48,492.0,83609.0,85.18,72627.0,120944.2132,21628.06778,5,2024,0,0,0.7579444900634568,518.0,37402.0,49.23,20858.038333333334,9994.984588241077,6
2019-01-01,sector 38,170,16233,51290,83259.29,95,489.76,1662.0,163579.0,5.17,31819.3,39394.94862,14267.74625,1,2019,0,0,1.301943568824992,,,,,,0
2019-02-01,sector 38,118,11172,51047,57028.72,95,483.29,1557.0,153715.0,4.77,15839.0,31875.6289,8751.31625,2,2019,0,1,1.6014429130212393,1662.0,31819.3,5.17,83259.29,,1
2019-06-01,sector 38,216,20910,52304,109369.94,97,506.34,835.0,84986.0,4.87,25950.8,37973.0758,15380.63,6,2019,0,0,1.377396981889995,1557.0,15839.0,4.77,70144.005,18547.813921388417,2
2020-03-01,sector 38,30,3485,55870,19471.76,116,649.06,402.0,47363.0,9.0,25409.0,35576.86922,10886.625,3,2020,0,0,1.5704023773005846,835.0,25950.8,4.87,83219.31666666667,26170.632895912804,3
2020-08-01,sector 38,46,5529,60019,33184.49,120,721.4,305.0,36825.0,9.5,65969.0,35905.40467,16758.235,8,2020,0,0,1.671586786212929,402.0,25409.0,9.0,67282.4275,38373.67712409413,4
2020-11-01,sector 38,129,14438,56036,80903.86,112,627.16,361.0,41391.0,5.78,94832.0,36569.48943,19530.39125,11,2020,0,0,1.5323156235818411,305.0,65969.0,9.5,60462.840000000004,36564.16538592054,5
2022-06-01,sector 38,199,23106,70925,163881.08,116,823.52,676.0,81594.0,8.41,49986.0,43218.05291,33604.0975,6,2022,0,0,1.641096607190951,361.0,94832.0,5.78,63869.676666666666,33751.885410080824,6
2023-01-01,sector 38,23,3567,94908,33855.54,155,1471.98,995.0,113219.0,19.41,37179.0,42529.16953,15742.4875,1,2023,0,0,2.231597772748703,676.0,49986.0,8.41,78157.02,48767.01819827788,7
2023-06-01,sector 38,68,8859,78594,69624.33,130,1023.89,822.0,93399.0,14.72,42730.0,39147.96152,36165.0975,6,2023,0,0,2.0076141119084254,995.0,37179.0,19.41,72619.33499999999,47789.158771515176,8
2023-09-01,sector 38,73,8265,75543,62434.54,113,855.27,777.0,89487.0,9.36,55389.6,41901.50541,37262.6375,9,2023,0,0,1.8028707861644344,822.0,42730.0,14.72,72286.55666666667,44713.81114208645,9
2023-12-01,sector 38,73,9054,75761,68594.15,124,939.65,614.0,70495.0,7.7,43860.5,36188.53135,36542.05625,12,2023,1,0,2.0935085557154007,777.0,55389.6,9.36,71301.355,42271.549749423204,10
2024-03-01,sector 38,50,6191,73148,45286.08,124,905.72,537.0,59759.0,10.5,45748.6,36438.55038,43355.125,3,2024,0,0,2.007434413201813,614.0,43860.5,7.7,71055.24545454545,40110.61948397415,11
2024-07-01,sector 38,60,6742,67943,45809.38,112,763.49,1001.0,105602.0,10.02,45493.0,32155.07492,53593.9175,7,2024,0,0,2.1129790606626893,537.0,45748.6,10.5,68907.815,38960.73822268224,12
2019-07-01,sector 39,1,146,18525,271.06,146,271.06,116.0,18905.0,56.22,0.0,19626.17735,25094.01333,7,2019,0,0,0.9438924182553562,,,,,,0
2019-08-01,sector 39,2,439,17588,772.89,220,386.44,116.0,18815.0,53.43,0.0,19626.17735,19703.36167,8,2019,0,0,0.8961500595020353,116.0,0.0,56.22,271.06,,1
2020-01-01,sector 39,1,146,17831,261.08,146,261.08,115.0,19054.0,45.61,343.0,28583.33333,9635.921667,1,2020,0,0,0.6238250729590467,116.0,0.0,53.43,521.975,354.84739600284513,2
2020-08-01,sector 39,3,506,16244,822.12,169,274.04,64.0,10360.0,6.99,0.0,19626.17735,24881.26667,8,2020,0,0,0.82767009134359,115.0,343.0,45.61,435.01,292.6552082229189,3
2020-09-01,sector 39,2,360,17890,643.3,180,321.65,58.0,9414.0,7.37,0.0,19626.17735,37568.63167,9,2020,0,0,0.9115376713947813,64.0,0.0,6.99,531.7874999999999,307.50867514863165,4
2021-06-01,sector 39,5,1037,16979,1761.02,207,352.2,46.0,7776.0,17.56,0.0,19626.17735,24393.94,6,2021,0,0,0.8651200739302398,58.0,0.0,7.37,554.0899999999999,270.9394701773811,5
2022-02-01,sector 39,1,147,15111,221.87,147,221.87,24.0,3794.0,15.27,460.0,11414.39206,10282.67,2,2022,0,1,1.323854999948197,46.0,0.0,17.56,755.2449999999999,549.0961312466151,6
2019-02-01,sector 4,3,538,28307,1522.03,179,507.34,36.0,6159.0,5.6,81.0,16530.61224,22914.46,2,2019,0,1,1.7123987659394764,,,,,,0
2020-12-01,sector 4,613,72256,37325,269694.04,118,439.96,1976.0,258509.0,4.2,56.0,14358.97436,88756.00667,12,2020,1,0,2.59941964267147,36.0,81.0,5.6,1522.03,,1
2023-01-01,sector 4,70,7886,31740,25030.07,113,357.57,3995.0,474235.0,37.82,405.0,23823.52941,50634.36,1,2023,0,0,1.332296296394985,1976.0,56.0,4.2,135608.035,189626.24679542662,2
2023-07-01,sector 4,186,21494,33845,72745.09,116,391.1,3713.0,432365.0,15.63,4160.0,27677.97738,20479.005,7,2023,0,0,1.2228133412832496,3995.0,405.0,37.82,98748.71333333333,148508.87353299945,3
2023-11-01,sector 4,216,24658,30519,75251.71,114,348.39,4673.0,517122.0,22.95,4260.6,25270.46263,19471.975,11,2023,0,0,1.207694550228343,3713.0,4160.0,15.63,92247.8075,121952.05663965827,4
2020-09-01,sector 40,1,97,26139,254.81,97,254.81,2.0,186.0,2.88,,,,9,2020,0,0,,,,,,,0
2022-09-01,sector 40,1,94,51066,481.45,94,481.45,8.0,628.0,0.16,,,,9,2022,0,0,,2.0,,2.88,254.81,,1
2023-11-01,sector 40,6,1293,99884,12916.73,216,2152.79,75.0,17986.0,13.91,,,,11,2023,0,0,,8.0,,0.16,368.13,160.25868088811913,2
2024-04-01,sector 40,2,504,93448,4712.5,252,2356.25,51.0,12036.0,9.0,,,,4,2024,0,0,,75.0,,13.91,4550.996666666667,7245.823767918548,3
2019-10-01,sector 41,3,333,41875,1395.06,111,465.02,32.0,3355.0,10.07,2084.0,25888.19876,17966.939,10,2019,0,0,1.6175323894956066,,,,,,0
2020-02-01,sector 41,1,169,41882,705.93,169,705.93,31.0,3186.0,12.7,0.0,30040.74938,2770.068,2,2020,0,1,1.3941729438974468,32.0,2084.0,10.07,1395.06,,1
2020-03-01,sector 41,1,112,41945,469.7,112,469.7,30.0,3074.0,15.03,1971.0,34761.90476,19643.164,3,2020,0,0,1.206636986367487,31.0,0.0,12.7,1050.495,487.2884961190855,2
2020-11-01,sector 41,1,111,41468,461.99,111,461.99,20.0,1956.0,8.74,4985.0,32161.29032,19347.374,11,2020,0,0,1.2893761284886158,30.0,1971.0,15.03,856.8966666666666,480.7972371315514,3
2021-04-01,sector 41,2,165,42116,494.45,117,494.45,16.0,1581.0,11.0,7086.0,31976.5343,33327.322,4,2021,0,0,1.3170908268192154,20.0,4985.0,8.74,758.17,439.4297148957195,4
2021-05-01,sector 41,1,110,42381,466.62,110,466.62,13.0,1307.0,9.11,2797.0,31929.22374,28634.059,5,2021,0,0,1.3273420094741082,16.0,7086.0,11.0,705.426,398.41373398767263,5
2020-03-01,sector 42,5,842,21588,1818.36,168,363.67,64.0,10098.0,7.12,0.0,4042.325139,69376.47857,3,2020,0,0,5.340490746704381,,,,,,0
2021-05-01,sector 42,138,21867,21797,47663.38,158,345.39,60.0,9612.0,0.82,0.0,22364.18512,73135.48857,5,2021,0,0,0.9746386860528724,64.0,0.0,7.12,1818.36,,1
2022-12-01,sector 42,168,16046,24199,38830.48,96,231.13,713.0,76380.0,7.61,836.0,21602.06718,48373.16,12,2022,1,0,1.1202168662082646,60.0,0.0,0.82,24740.87,32417.324525632892,2
2023-04-01,sector 42,61,6239,24121,15048.82,102,246.7,337.0,39376.0,4.15,1339.0,18021.53432,43676.85286,4,2023,0,0,1.33845429427343,713.0,836.0,7.61,29437.406666666666,24323.1131782947,3
2023-06-01,sector 42,35,3563,24109,8589.21,102,245.41,289.0,35146.0,4.43,1147.0,17170.65868,32005.58143,6,2023,0,0,1.4040812556644449,337.0,1339.0,4.15,25840.260000000002,21122.667437821387,4
2023-08-01,sector 42,35,3698,24264,8973.25,106,256.38,217.0,27872.0,4.0,1831.0,17128.15716,24813.16571,8,2023,0,0,1.416614745727847,289.0,1147.0,4.43,22390.05,19853.086787376415,5
2019-05-01,sector 43,116,11886,50570,60107.87,102,518.17,703.0,74307.0,7.22,,,,5,2019,0,0,,,,,,,0
2020-02-01,sector 43,22,2815,48414,13626.26,128,619.38,157.0,18986.0,3.5,,,,2,2020,0,1,,703.0,,7.22,60107.87,,1
2020-04-01,sector 43,19,3189,60993,19451.44,168,1023.76,1185.0,122481.0,37.33,,,,4,2020,0,0,,157.0,,3.5,36867.065,32867.46163146844,2
2020-12-01,sector 43,125,12986,48534,63026.73,104,504.21,1869.0,193631.0,15.47,,,,12,2020,1,0,,1185.0,,37.33,31061.85666666667,25322.64497299272,3
2021-02-01,sector 43,53,6349,57226,36330.71,120,685.49,1576.0,165395.0,11.91,,,,2,2021,0,1,,1869.0,,15.47,39053.075,26132.91374409227,4
2021-12-01,sector 43,122,12820,49658,63663.15,105,521.83,410.0,43896.0,3.86,,,,12,2021,1,0,,1576.0,,11.91,38508.602,22664.490724606414,5
2023-10-01,sector 43,15,1768,55156,9752.93,118,650.2,348.0,38925.0,8.22,,,,10,2023,0,0,,410.0,,3.86,42701.026666666665,22724.477097585033,6
2024-04-01,sector 43,11,1941,77717,15083.82,176,1371.26,326.0,86841.0,49.04,,,,4,2024,0,0,,348.0,,8.22,37994.15571428572,24195.39877611985,7
2024-07-01,sector 43,13,1545,70732,10931.06,119,840.85,310.0,85344.0,48.34,,,,7,2024,0,0,,326.0,,49.04,35130.363750000004,23820.090496518715,8
2019-01-01,sector 44,1,372,114849,4268.58,372,4268.58,46.0,15154.0,7.58,12289.112,42908.91061,19890.454,1,2019,0,0,2.6765769246361204,,,,,,0
2019-06-01,sector 44,40,3443,47269,16276.78,86,406.92,45.0,14826.0,13.45,27344.0,39755.74295,24684.126,6,2019,0,0,1.188985451974807,46.0,12289.112,7.58,4268.58,,1
2020-04-01,sector 44,74,9811,72426,71056.07,133,960.22,639.0,105193.0,36.53,23776.0,38484.94658,11854.429,4,2020,0,0,1.8819306361630395,45.0,27344.0,13.45,10272.68,8491.0796498443,2
2020-08-01,sector 44,22,2053,57520,11808.69,93,536.76,511.0,87824.0,19.16,19678.0,38373.63495,21487.836,8,2020,0,0,1.4989458276482615,639.0,23776.0,36.53,30533.81,35603.22153177575,3
2021-11-01,sector 44,8,1393,94383,13150.43,174,1643.8,117.0,25644.0,3.26,19026.0,41723.68421,44689.945,11,2021,0,0,2.262096499555498,511.0,19678.0,19.16,25852.530000000002,30540.417788793704,4
2022-01-01,sector 44,8,1564,101768,15920.54,196,1990.07,94.0,20381.0,2.86,20732.0,40217.26479,16348.568,1,2022,0,0,2.5304555277788197,117.0,19026.0,3.26,23312.11,27051.922444025124,5
2022-03-01,sector 44,7,1324,104434,13826.41,189,1975.2,85.0,17921.0,4.14,22352.0,37321.75655,30008.816,3,2022,0,0,2.7982069884650165,94.0,20732.0,2.86,22080.181666666667,24383.418358484047,6
2022-12-01,sector 44,4,904,157612,14249.57,226,3562.39,72.0,12934.0,14.89,17987.0,41771.94612,30897.751,12,2022,1,0,3.7731543449572946,85.0,22352.0,4.14,20901.071428571428,22476.462111412933,7
2023-08-01,sector 44,1,57,46135,263.84,57,263.84,45.0,8671.0,7.83,33511.0,42564.46082,30093.334,8,2023,0,0,1.0838854554060813,72.0,17987.0,14.89,20069.63375,20941.62040606555,8
2019-07-01,sector 45,492,51343,22959,117879.68,104,239.59,3654.0,460491.0,6.0,7310.3,17952.60314,33837.12,7,2019,0,0,1.2788674612232307,,,,,,0
2019-10-01,sector 45,333,35450,23887,84678.59,106,254.29,3661.0,466815.0,8.17,5892.0,18669.20152,15736.932,10,2019,0,0,1.2794869654393233,3654.0,7310.3,6.0,117879.68,,1
2020-08-01,sector 45,463,52330,24659,129041.39,113,278.71,3095.0,388595.0,11.5,15926.0,22446.79352,118397.058,8,2020,0,0,1.0985533402812715,3661.0,5892.0,8.17,101279.135,23476.71588178487,2
2020-10-01,sector 45,344,39176,26467,103687.69,114,301.42,2747.0,348169.0,7.23,32608.0,19372.62357,107345.404,10,2020,0,0,1.3662062809596005,3095.0,15926.0,11.5,110533.21999999999,23075.796017877692,3
2020-11-01,sector 45,372,41965,26859,112714.31,113,303.0,2592.0,330597.0,6.6,11432.0,24370.07035,130449.334,11,2020,0,0,1.102130589458885,2747.0,32608.0,7.23,108821.8375,19149.67958350805,4
2021-02-01,sector 45,149,16972,26355,44730.45,114,300.2,2056.0,269092.0,6.0,32708.0,19335.54032,57193.982,2,2021,0,1,1.3630340587244578,2592.0,11432.0,6.6,109600.33200000001,16675.219325271857,5
2021-08-01,sector 45,85,10256,27331,28031.3,121,329.78,1906.0,237651.0,13.81,27913.0,23022.92973,49964.572,8,2021,0,0,1.1871208538844809,2056.0,32708.0,6.0,98788.685,30394.088516558444,6
2022-03-01,sector 45,46,5741,27235,15634.29,125,339.88,2103.0,255636.0,27.43,24207.0,19354.76133,28875.516,3,2022,0,0,1.407147292371184,1906.0,27913.0,13.81,88680.48714285715,38536.52157016368,7
2023-04-01,sector 45,236,22364,23235,51963.97,95,220.19,2421.0,261675.0,17.51,31466.0,19884.98483,38376.438,4,2023,0,0,1.1684695864060157,2103.0,24207.0,27.43,79549.7125,44044.06806300472,8
2023-05-01,sector 45,122,15316,29551,45259.15,126,370.98,2320.0,250794.0,15.56,37375.0,20699.49047,37581.376,5,2023,0,0,1.427619681886788,2421.0,31466.0,17.51,76484.62999999999,42213.12019600689,9
2019-10-01,sector 46,78,9582,15766,15106.93,123,193.68,1602.0,277610.0,22.17,11042.0,11199.91886,20938.71667,10,2019,0,0,1.4076887696309615,,,,,,0
2020-07-01,sector 46,93,11444,15665,17926.56,123,192.76,819.0,136842.0,19.05,19214.0,13619.22314,50189.71,7,2020,0,0,1.1502124489018395,1602.0,11042.0,22.17,15106.93,,1
2020-12-01,sector 46,142,17135,15724,26627.23,121,190.19,982.0,145090.0,11.5,15192.0,12076.31161,82237.64667,12,2020,1,0,1.302053185426208,819.0,19214.0,19.05,16516.745000000003,1993.7794934370245,2
2021-03-01,sector 46,93,11572,16020,18157.23,125,199.53,1141.0,159058.0,12.83,30578.0,10266.9308,45296.25,3,2021,0,0,1.5603494668533269,982.0,15192.0,11.5,19886.906666666666,6005.126752420244,3
2021-07-01,sector 46,62,8455,16040,13369.88,137,219.18,1041.0,150793.0,15.29,20606.0,11855.47437,31324.18167,7,2021,0,0,1.3529614673697785,1141.0,30578.0,12.83,19454.4875,4978.852968762817,4
2021-08-01,sector 46,95,11011,16091,17592.48,116,187.15,1001.0,149023.0,14.97,22387.0,9574.458986,33286.11,8,2021,0,0,1.680617152731934,1041.0,20606.0,15.29,18237.566,5098.6490710020435,5
2022-01-01,sector 46,60,6646,14789,9828.65,111,163.81,1254.0,170385.0,14.23,21244.0,11090.57687,21200.06,1,2022,0,0,1.3334743695798394,1001.0,22387.0,14.97,18130.051666666666,4567.9682431707715,6
2022-03-01,sector 46,52,5714,14248,7433.59,102,145.76,1202.0,165103.0,17.19,19944.0,10140.32947,22297.38,3,2022,0,0,1.4050825510307605,1254.0,21244.0,14.23,16944.13714285714,5218.559606186731,7
2022-04-01,sector 46,47,5489,16605,9113.93,117,193.91,1157.0,159997.0,20.02,19690.0,11365.7354,16769.04,4,2022,0,0,1.4609701366090222,1202.0,19944.0,17.19,15755.31875,5886.356862232816,8
2023-01-01,sector 46,35,3815,13177,5027.4,109,143.64,874.0,123621.0,22.74,8405.0,10278.83087,14925.78167,1,2023,0,0,1.281955133482997,1157.0,19690.0,20.02,15017.386666666667,5934.554853346205,9
2023-03-01,sector 46,77,8322,13628,11341.46,108,147.29,688.0,103321.0,19.54,27787.0,10554.56376,31509.93167,3,2023,0,0,1.291195004349474,874.0,8405.0,22.74,14018.388,6425.395627241433,10
2023-08-01,sector 46,23,2612,13793,3602.89,114,156.65,604.0,94212.0,16.25,8684.5,9912.681201,13531.75833,8,2023,0,0,1.3914499740603532,688.0,27787.0,19.54,13775.030909090909,6148.868796825079,11
2023-10-01,sector 46,50,6466,14426,9328.58,129,186.57,555.0,89528.0,17.47,10579.0,9357.80628,19519.81167,10,2023,0,0,1.5416006239445255,604.0,8684.5,16.25,12927.3525,6556.992251560197,12
2024-07-01,sector 46,26,2981,14578,4346.11,115,167.16,685.0,102644.0,23.25,8444.0,7921.943897,11667.75333,7,2024,0,0,1.8402049029305314,555.0,10579.0,17.47,12650.523846153847,6356.692938793644,13
2019-05-01,sector 47,382,36266,22594,81937.31,95,214.5,584.0,57703.0,2.16,1569.0,25933.8843,42631.145,5,2019,0,0,0.8712154237535485,,,,,,0
2019-06-01,sector 47,217,21692,21513,46664.45,100,215.04,397.0,38745.0,1.45,1348.0,23241.37931,40261.8625,6,2019,0,0,0.9256335311710034,584.0,1569.0,2.16,81937.31,,1
2019-10-01,sector 47,124,12210,22722,27744.09,98,223.74,453.0,50848.0,1.88,2345.0,21221.71946,24069.2525,10,2019,0,0,1.0706955222373862,397.0,1348.0,1.45,64300.88,24941.678497843724,2
2022-02-01,sector 47,84,7600,25635,19482.79,90,231.94,3381.0,315943.0,21.27,2698.0,21177.39403,15422.2575,2,2022,0,1,1.2104888809116614,453.0,2345.0,1.88,52115.28333333333,27504.726166841458,3
2022-03-01,sector 47,134,11980,25120,30093.57,89,224.58,3228.0,301620.0,20.75,2042.0,17741.0947,27999.1675,3,2022,0,0,1.4159216454664434,3381.0,2698.0,21.27,43957.159999999996,27758.960348497683,4
2022-10-01,sector 47,96,8849,25863,22887.61,92,238.41,2776.0,264868.0,21.47,2716.0,18861.11111,20215.9925,10,2022,0,0,1.3712341679747413,3228.0,2042.0,20.75,41184.441999999995,24826.59330757484,5
2023-04-01,sector 47,153,14314,24218,34664.28,94,226.56,2981.0,286972.0,25.06,2849.0,20540.7354,45069.6475,4,2023,0,0,1.1790230256313023,2776.0,2716.0,21.47,38134.97,23428.262101156368,6
2023-07-01,sector 47,121,11459,22478,25757.56,95,212.87,2707.0,263197.0,18.73,3417.0,23103.44828,33971.2125,7,2023,0,0,0.9729283580346993,2981.0,2849.0,25.06,37639.15714285714,21427.172008742164,7
2024-05-01,sector 47,84,8062,21353,17214.38,96,204.93,2136.0,208111.0,23.95,4719.0,17445.47135,29535.7425,5,2024,0,0,1.2239852722580638,2707.0,3417.0,18.73,36153.9575,20277.602029915204,8
2019-04-01,sector 48,14,1611,36106,5818.13,115,415.58,423.0,100962.0,45.22,3733.0,27428.3615,22165.68833,4,2019,0,0,1.3163746583987528,,,,,,0
2019-05-01,sector 48,11,1854,40161,7446.53,169,676.96,411.0,99212.0,39.24,4564.0,26534.88372,27117.07833,5,2019,0,0,1.5135170903247508,423.0,3733.0,45.22,5818.13,,1
2019-08-01,sector 48,6,1180,43340,5114.82,197,852.47,380.0,96242.0,53.17,4982.0,26570.66667,16890.01,8,2019,0,0,1.631122039137003,411.0,4564.0,39.24,6632.33,1151.4526824841737,2
2020-06-01,sector 48,5,1118,45790,5119.19,224,1023.84,315.0,85915.0,80.38,2187.0,27718.63118,49125.72667,6,2020,0,0,1.6519574759174669,380.0,4982.0,53.17,6126.493333333333,1196.0492632134067,3
2021-02-01,sector 48,35,3887,44496,17293.61,111,494.1,544.0,134440.0,30.21,6292.0,29862.36355,45569.33667,2,2021,0,1,1.4900361093487526,315.0,2187.0,80.38,5874.6675,1098.7967182445532,4
2021-11-01,sector 48,224,31619,43597,137849.92,141,615.4,1092.0,175389.0,18.24,1665.0,24739.97028,82074.03667,11,2021,0,0,1.7622090692341768,544.0,6292.0,30.21,8158.456,5194.609247544998,5
2023-05-01,sector 48,102,12664,44127,55881.58,124,547.86,1388.0,260759.0,24.18,1867.0,30707.23684,46302.165,5,2023,0,0,1.437022817452565,1092.0,1665.0,18.24,29773.7,53149.78655897839,6
2023-08-01,sector 48,80,9913,44686,44295.05,124,553.69,943.0,238643.0,21.16,2261.0,30267.73762,27924.55333,8,2023,0,0,1.4763574523149312,1388.0,1867.0,24.18,33503.397142857146,49512.19709825237,7
2023-09-01,sector 48,54,9463,47479,44930.1,175,832.04,990.0,240856.0,23.58,2594.3,30166.27907,34133.14833,9,2023,0,0,1.573909725154578,943.0,2261.0,21.16,34852.35375,45997.90099084117,8
2024-02-01,sector 48,5,630,46382,2921.3,126,584.26,1063.0,242856.0,40.38,1998.0,26015.625,11354.095,2,2024,0,1,1.7828516516516517,990.0,2594.3,23.58,35972.10333333333,43158.030374221205,9
2024-06-01,sector 48,50,6009,44986,27032.18,120,540.64,1273.0,282772.0,80.55,2686.0,26886.88689,39180.99333,6,2024,0,0,1.6731576319730632,1063.0,1998.0,40.38,32667.023000000005,42010.639825774306,10
2021-03-01,sector 49,3,333,8990,299.46,111,99.82,122.0,13020.0,86.71,0.0,26040.10025,18492.7775,3,2021,0,0,0.34523676612957743,,,,,,0
2022-10-01,sector 49,4,380,8268,314.16,95,78.54,4.0,513.0,0.5,0.0,26040.10025,11563.01,10,2022,0,0,0.31751029837145117,122.0,0.0,86.71,299.46,,1
2019-07-01,sector 5,1,111,36540,404.98,111,404.98,241.0,24397.0,165.1,,,,7,2019,0,0,,,,,,,0
2020-07-01,sector 5,3,340,41830,1423.35,113,474.45,233.0,23520.0,69.12,,,,7,2020,0,0,,241.0,,165.1,404.98,,1
2022-08-01,sector 5,1,119,41150,488.07,119,488.07,162.0,16585.0,139.83,,,,8,2022,0,0,,233.0,,69.12,914.165,720.0963327569443,2
2022-12-01,sector 5,1,97,45872,446.74,97,446.74,331.0,36111.0,193.03,,,,12,2022,1,0,,162.0,,139.83,772.1333333333333,565.4983176220185,3
2023-05-01,sector 5,3,328,46158,1513.9,109,504.63,621.0,65130.0,147.72,,,,5,2023,0,0,,331.0,,193.03,690.785,489.55330336270157,4
