month,sector,num_new_house_transactions,amount_new_house_transactions,area_per_unit_new_house_transactions,num_new_house_available_for_sale,period_new_house_sell_through,amount_pre_owned_house_transactions,is_december,is_february,year,num_new_house_available_for_sale_lag1,amount_pre_owned_house_transactions_lag1,period_new_house_sell_through_lag1,sector_historical_mean,sector_historical_std,month_historical_mean,sector_month_avg,months_since_start
2022-06-01,sector 44,7,20783.1,242,72.0,14.62,36947.0,0,0,2022,77.0,22845.0,11.17,32831.08051282051,41497.92977234356,37116.754527363184,27496.516666666666,39
2022-07-01,sector 44,4,11368.21,220,79.0,16.42,17245.0,0,0,2022,72.0,36947.0,14.62,32529.881,41006.72104180308,25992.81110552764,31307.373333333333,40
2022-08-01,sector 44,10,12346.6,145,86.0,13.91,24495.0,0,0,2022,79.0,17245.0,16.42,32013.74268292683,40625.5429574996,26637.23195266272,20485.313333333335,41
2022-09-01,sector 44,4,13096.53,227,79.0,13.47,22030.0,0,0,2022,86.0,24495.0,13.91,31545.477380952383,40241.64106036124,29198.952899408283,68314.71333333333,42
2022-10-01,sector 44,1,776.44,142,77.0,14.8,18314.0,0,0,2022,79.0,22030.0,13.47,31116.432093023257,39859.104507536205,30043.15748502994,83070.81666666667,43
2022-11-01,sector 44,6,7602.6,154,76.0,13.83,14364.0,0,0,2022,77.0,18314.0,14.8,30426.886818181818,39657.55132996282,29062.35251497006,28127.24,44
2022-12-01,sector 44,4,14249.57,226,72.0,14.89,17987.0,1,0,2022,76.0,14364.0,13.83,29919.680444444446,39351.67510498926,42054.226117647064,38389.81333333333,45
2023-01-01,sector 44,2,9765.9,268,72.0,16.3,17221.0,0,0,2023,72.0,17987.0,14.89,29579.025869565216,38980.50935860955,25053.369695431473,25466.684999999998,46
2023-02-01,sector 44,2,9251.74,269,70.0,19.24,39316.0,0,1,2023,72.0,17221.0,16.3,29157.47,38662.64700017532,19831.16829896907,4564.3225,47
2023-03-01,sector 44,19,11681.72,118,60.0,12.99,55405.0,0,0,2023,70.0,39316.0,19.24,28742.767291666667,38356.889499457306,30906.304423076923,21970.385000000002,48
2023-04-01,sector 44,5,10841.01,195,50.0,9.66,47715.0,0,0,2023,60.0,55405.0,12.99,28394.582653061225,38033.410374838306,27630.82378109453,38119.22,49
2023-05-01,sector 44,5,16776.43,230,46.0,8.28,42836.0,0,0,2023,50.0,47715.0,9.66,28043.5112,37725.079619393604,33826.21231155779,23650.197500000002,50
2023-08-01,sector 44,1,263.84,57,45.0,7.83,33511.0,0,0,2023,46.0,42836.0,8.28,27822.588039215687,37379.23432649889,26553.169411764706,18450.635000000002,51
2023-09-01,sector 44,5,2832.63,115,47.0,12.96,38421.6,0,0,2023,45.0,33511.0,7.83,27292.612115384618,37207.746679775315,29104.232764705885,54510.167499999996,52
2023-11-01,sector 44,5,12386.55,179,33.0,7.45,32104.0,0,0,2023,47.0,38421.6,12.96,26831.103018867925,37001.10166840695,28934.615892857142,21285.693333333333,53
2024-02-01,sector 44,2,8810.96,268,29.0,4.9,17987.0,0,1,2024,33.0,32104.0,7.45,26563.611296296298,36703.04614284632,19776.914820512822,5501.806,54
2024-06-01,sector 44,32,12330.15,80,329.0,19.19,31034.0,0,0,2024,29.0,17987.0,4.9,26240.83581818182,36440.32338765339,37035.89485148515,25818.1625,55
2024-07-01,sector 44,40,15830.7,81,302.0,13.02,33277.0,0,0,2024,329.0,31034.0,19.19,25992.430714285718,36155.34634143493,25919.6881,26322.582499999997,56
2019-01-01,sector 45,431,87450.87,99,6441.0,10.46,3401.2,0,0,2019,,,,,,24976.16025252525,,0
2019-02-01,sector 45,394,82955.4,103,6070.0,11.04,4386.3,0,1,2019,6441.0,3401.2,10.46,87450.87,,19720.96607142857,,1
2019-03-01,sector 45,1197,254329.15,101,5953.0,9.28,6249.0,0,0,2019,6070.0,4386.3,11.04,85203.135,3178.7773216206897,30814.32076555024,,2
2019-04-01,sector 45,1106,247147.32,102,5154.0,7.05,5289.0,0,0,2019,5953.0,6249.0,9.28,141578.47333333333,97670.81769507019,27547.705891089106,,3
2019-05-01,sector 45,662,153268.98,105,4525.0,6.48,5985.0,0,0,2019,5154.0,5289.0,7.05,167970.685,95634.30921718576,33740.9634,,4
2019-06-01,sector 45,619,136967.78,105,4034.0,6.69,7067.0,0,0,2019,4525.0,5985.0,6.48,165030.34399999998,83082.30166869254,36914.19167487685,,5
2019-07-01,sector 45,492,117879.68,104,3654.0,6.0,7310.3,0,0,2019,4034.0,7067.0,6.69,160353.25,75189.00405087916,25869.494129353236,,6
2019-08-01,sector 45,840,194935.58,97,4055.0,6.05,4095.0,0,0,2019,3654.0,7310.3,6.0,154285.59714285712,70490.2131753018,26399.430643274853,,7
2019-09-01,sector 45,394,100587.72,101,3847.0,6.97,7627.0,0,0,2019,4055.0,4095.0,6.05,159366.845,66825.02673720507,28950.597660818716,,8
2019-10-01,sector 45,333,84678.59,106,3661.0,8.17,5892.0,0,0,2019,3847.0,7627.0,6.97,152835.8311111111,65507.812170583034,29868.950833333336,,9
2019-11-01,sector 45,363,105128.22,112,3523.0,8.43,8891.0,0,0,2019,3661.0,5892.0,8.17,146020.10700000002,65414.113502024265,28836.698343195265,,10
2019-12-01,sector 45,459,110716.88,100,3553.0,9.12,16806.0,1,0,2019,3523.0,8891.0,8.43,142302.66272727272,63270.20572006467,41891.625789473685,,11
2020-01-01,sector 45,293,69490.91,104,3600.0,9.94,7531.0,0,0,2020,3553.0,16806.0,9.12,139670.51416666666,61010.9621420955,25290.103517587937,87450.87,12
2020-02-01,sector 45,76,19354.34,104,4077.0,14.97,3082.0,0,1,2020,3600.0,7531.0,9.94,134272.0830769231,61571.11714685243,20041.95304568528,82955.4,13
2020-03-01,sector 45,252,63323.17,102,3843.0,15.33,5075.0,0,0,2020,4077.0,3082.0,14.97,126063.67285714285,66653.42353589725,31878.677095238098,254329.15,14
2020-04-01,sector 45,210,54368.44,107,3803.0,15.87,25835.0,0,0,2020,3843.0,5075.0,15.33,121880.97266666667,66240.23986501177,28629.477389162563,247147.32,15
2020-05-01,sector 45,284,76459.39,107,3553.0,15.95,12941.0,0,0,2020,3803.0,25835.0,15.87,117661.439375,66182.49616080076,34335.63014925373,153268.98,16
2020-06-01,sector 45,353,98187.16,107,3353.0,16.12,25809.0,0,0,2020,3553.0,12941.0,15.95,115237.78941176471,64855.412022804194,37404.65044117647,136967.78,17
2020-07-01,sector 45,304,79663.95,112,3118.0,14.86,42381.0,0,0,2020,3353.0,25809.0,16.12,114290.53222222223,63047.21112944039,26324.9900990099,117879.68,18
2020-08-01,sector 45,463,129041.39,113,3095.0,11.5,15926.0,0,0,2020,3118.0,42381.0,14.86,112468.08052631578,61783.699330496696,27379.291976744185,194935.58,19
2020-09-01,sector 45,968,244002.96,99,2751.0,7.73,22241.0,0,0,2020,3095.0,15926.0,11.5,113296.746,60249.91806540264,29367.092558139535,100587.72,20
2020-10-01,sector 45,344,103687.69,114,2747.0,7.23,32608.0,0,0,2020,2751.0,22241.0,7.73,119520.85142857142,65284.60194907191,30193.268224852072,84678.59,21
2020-11-01,sector 45,372,112714.31,113,2592.0,6.6,11432.0,0,0,2020,2747.0,32608.0,7.23,118801.16227272726,63800.61168508668,29285.472,105128.22,22
2020-12-01,sector 45,368,110196.73,112,2317.0,5.91,21431.0,1,0,2020,2592.0,11432.0,6.6,118536.51652173912,62346.65478749906,42291.77261627907,110716.88,23
2021-01-01,sector 45,296,91666.63,116,2081.0,5.36,76133.0,0,0,2021,2317.0,21431.0,5.91,118189.02541666666,60999.99003129228,25511.10755,78470.89,24
2021-02-01,sector 45,149,44730.45,114,2056.0,6.0,32708.0,0,1,2021,2081.0,76133.0,5.36,117128.12959999999,59950.76868707249,20038.480252525253,51154.869999999995,25
2021-03-01,sector 45,253,81352.31,121,1876.0,7.28,65541.0,0,0,2021,2056.0,32708.0,6.0,114343.60346153846,60431.151823659624,32027.703127962086,158826.16,26
2021-04-01,sector 45,207,66922.1,123,1653.0,7.08,77268.0,0,0,2021,1876.0,65541.0,7.28,113121.70370370371,59596.79139502299,28755.648774509802,150757.88,27
2021-05-01,sector 45,128,42398.5,125,1496.0,7.48,27671.0,0,0,2021,1653.0,77268.0,7.08,111471.71785714287,59130.8626720744,34544.16361386138,114864.185,28
2021-06-01,sector 45,98,33060.33,123,1431.0,8.72,31205.0,0,0,2021,1496.0,27671.0,7.48,109089.88275862069,59465.16965530591,37701.15048780487,117577.47,29
2021-07-01,sector 45,69,22948.66,129,1412.0,10.74,25881.0,0,0,2021,1431.0,31205.0,8.72,106555.56433333334,60057.09612556181,26587.743596059114,98771.815,30
2021-08-01,sector 45,85,28031.3,121,1906.0,13.81,27913.0,0,0,2021,1412.0,25881.0,10.74,103858.56741935483,60927.11928888017,27966.934161849713,161988.485,31
2021-09-01,sector 45,58,20530.15,134,1821.0,16.85,39232.0,0,0,2021,1906.0,27913.0,13.81,101488.9653125,61417.006675123055,30607.762312138726,172295.34,32
2021-10-01,sector 45,70,24997.02,127,1777.0,20.71,19893.0,0,0,2021,1821.0,39232.0,16.85,99035.66787878788,62070.83244665333,30625.588352941173,94183.14,33
2021-11-01,sector 45,149,45019.32,112,2151.0,24.16,18362.0,0,0,2021,1777.0,19893.0,20.71,96858.0605882353,62428.07206071107,29773.359941520466,108921.265,34
2021-12-01,sector 45,109,34545.5,112,2240.0,25.2,27148.0,1,0,2021,2151.0,18362.0,24.16,95376.95371428572,62124.21008869916,42684.28682080925,110456.805,35
2022-01-01,sector 45,56,21505.83,140,2173.0,24.87,21452.0,0,0,2022,2240.0,27148.0,25.2,93687.19111111111,62063.992168529316,25840.239502487562,82869.47,36
2022-02-01,sector 45,34,11244.49,132,2151.0,27.07,16583.0,0,1,2022,2173.0,21452.0,24.87,91736.34351351351,62335.82958309862,20162.560502512562,49013.39666666667,37
2022-03-01,sector 45,46,15634.29,125,2103.0,27.43,24207.0,0,0,2022,2151.0,16583.0,27.07,89618.13684210526,62858.83874167204,32260.36636792453,133001.54333333333,38
2022-04-01,sector 45,47,16833.43,135,2066.0,28.15,22407.0,0,0,2022,2103.0,24207.0,27.43,87721.11512820513,63147.468200242736,28941.826585365856,122812.62,39
2022-05-01,sector 45,75,23675.1,115,2178.0,34.85,25892.0,0,0,2022,2066.0,22407.0,28.15,85948.923,63332.32281833986,34582.854926108375,90708.95666666667,40
2022-06-01,sector 45,81,23610.08,124,2143.0,36.34,29183.0,0,0,2022,2178.0,25892.0,34.85,84430.04926829269,63287.39692588835,37678.62223300971,89405.09000000001,41
2022-07-01,sector 45,62,25213.05,135,2285.0,35.91,22836.0,0,0,2022,2143.0,29183.0,36.34,82981.95476190477,63211.372082881026,26569.904950980395,73497.43,42
2022-08-01,sector 45,73,28771.31,133,2432.0,33.98,26503.0,0,0,2022,2285.0,22836.0,35.91,81638.49186046512,63072.5991298167,27967.30408045977,117336.08999999998,43
2022-09-01,sector 45,62,26341.41,145,2378.0,30.9,29218.0,0,0,2022,2432.0,26503.0,33.98,80436.965,62842.33381682164,30549.845,121706.94333333334,44
2022-10-01,sector 45,38,14041.91,123,2634.0,35.06,18825.0,0,0,2022,2378.0,29218.0,30.9,79234.84155555555,62645.30982158793,30592.67274853801,71121.09999999999,45
2022-11-01,sector 45,78,23046.3,106,2721.0,36.07,18255.0,0,0,2022,2634.0,18825.0,35.06,77817.60391304348,62686.67367231371,29861.99924418605,87620.61666666665,46
2022-12-01,sector 45,96,27747.89,106,2939.0,38.06,22332.0,1,0,2022,2721.0,18255.0,36.07,76652.2570212766,62514.15938531595,42637.512183908046,85153.03666666667,47
2023-01-01,sector 45,62,18707.91,117,2881.0,37.77,16273.0,0,0,2023,2939.0,22332.0,38.06,75633.41604166667,62247.06043278519,25818.78202970297,67528.56,48
2023-02-01,sector 45,246,51377.5,96,2757.0,28.27,30332.0,0,1,2023,2881.0,16273.0,37.77,74471.67102040816,62129.756247081634,20117.970149999997,39571.17,49
2023-03-01,sector 45,150,51584.0,120,2488.0,22.32,44143.8,0,0,2023,2757.0,30332.0,28.27,74009.7876,61579.18268440102,32182.3096713615,103659.73,50
2023-04-01,sector 45,236,51963.97,95,2421.0,17.51,31466.0,0,0,2023,2488.0,44143.8,22.32,73570.06627450981,61041.108462460696,28883.047961165048,96317.82250000001,51
2023-05-01,sector 45,122,45259.15,126,2320.0,15.56,37375.0,0,0,2023,2421.0,31466.0,17.51,73154.56442307692,60513.92517421477,34529.38553921569,73950.49250000001,52
2023-06-01,sector 45,158,38883.0,99,2316.0,14.59,31473.0,0,0,2023,2320.0,37375.0,15.56,72628.2358490566,60051.60667351263,37610.65826086956,72956.3375,53
2023-07-01,sector 45,99,29550.62,113,2171.0,13.17,33678.0,0,0,2023,2316.0,31473.0,14.59,72003.32407407407,59659.38178904909,26563.286146341463,61426.335,54
2023-08-01,sector 45,96,36568.64,132,2236.0,14.92,30014.0,0,0,2023,2171.0,33678.0,13.17,71231.45672727273,59380.954907007224,27971.8984,95194.89499999999,55
2023-09-01,sector 45,131,35887.33,103,2133.0,14.97,36928.5,0,0,2023,2236.0,30014.0,14.92,70612.47785714285,59020.69541785684,30525.796800000004,97865.56,56
2023-10-01,sector 45,168,43320.09,102,1971.0,14.8,29527.0,0,0,2023,2133.0,36928.5,14.97,70003.2647368421,58671.91127916778,30496.44738372093,56851.3025,57
2023-11-01,sector 45,107,37349.15,116,1900.0,14.71,34772.4,0,0,2023,1971.0,29527.0,14.8,69543.21,58260.4156472931,29822.60213872832,71477.0375,58
2023-12-01,sector 45,123,33236.62,112,1828.0,14.58,29313.9,1,0,2023,1900.0,34772.4,14.71,68997.5479661017,57907.867402565425,42552.428628571426,70801.75,59
2024-01-01,sector 45,99,26738.17,107,1733.0,13.92,26708.0,0,0,2024,1828.0,29313.9,14.58,68401.5325,57600.340470304734,25783.753103448274,57764.43000000001,60
2024-02-01,sector 45,39,11680.32,120,1697.0,15.12,15564.0,0,1,2024,1733.0,26708.0,13.92,67718.52655737704,57366.879754500005,20273.490199004973,41932.436,61
2024-03-01,sector 45,72,19577.25,116,1647.0,15.82,34315.8,0,0,2024,1697.0,15564.0,15.12,66814.68451612903,57338.1062992744,32272.971775700935,93244.584,62
2024-04-01,sector 45,50,18721.71,128,1927.0,21.74,30101.5,0,0,2024,1647.0,34315.8,15.82,66064.88396825397,57184.35397319816,28994.55,87447.052,63
2024-05-01,sector 45,64,18076.98,108,1881.0,23.46,26101.0,0,0,2024,1927.0,30101.5,21.74,65325.146875,57036.53460973009,34581.725853658536,68212.224,64
2024-06-01,sector 45,72,26024.7,130,1985.0,29.59,31997.0,0,0,2024,1881.0,26101.0,23.46,64598.252,56891.8272470839,37616.77528846154,66141.67,65
2024-07-01,sector 45,346,235804.51,255,1884.0,9.79,28047.0,0,0,2024,1985.0,31997.0,29.59,64013.804242424245,56651.82394629075,26577.787766990292,55051.191999999995,66
2019-01-01,sector 46,115,19667.32,115,1435.0,21.12,6494.5,0,0,2019,,,,,,25788.431617647057,,0
2019-02-01,sector 46,45,8287.6,121,1409.0,23.11,7464.6,0,1,2019,1435.0,6494.5,21.12,19667.32,,20230.949752475248,,1
2019-03-01,sector 46,96,16242.64,111,1401.0,23.91,14991.3,0,0,2019,1409.0,7464.6,23.11,13977.46,8046.677180004177,32213.921906976742,,2
2019-04-01,sector 46,136,25927.56,120,1620.0,22.88,9393.6,0,0,2019,1401.0,14991.3,23.91,14732.519999999999,5838.223499524491,28945.161346153847,,3
2019-05-01,sector 46,113,18425.32,110,1492.0,22.1,12586.0,0,0,2019,1620.0,9393.6,22.88,17531.28,7352.242236488132,34501.605728155344,,4
2019-06-01,sector 46,103,19497.53,119,1398.0,23.06,15822.8,0,0,2019,1492.0,12586.0,22.1,17710.088,6379.769661384336,37561.310813397125,,5
2019-07-01,sector 46,149,22757.39,128,1389.0,18.76,19959.52,0,0,2019,1398.0,15822.8,23.06,18007.995,5752.708947074414,27588.544879227054,,6
2019-08-01,sector 46,89,12980.14,121,754.0,12.64,10850.0,0,0,2019,1389.0,19959.52,18.76,18686.48,5549.814722856371,28020.743522727276,,7
2019-09-01,sector 46,106,17534.66,109,1680.0,21.09,18171.0,0,0,2019,754.0,10850.0,12.64,17973.1875,5520.024423074206,30556.260056818184,,8
2019-10-01,sector 46,78,15106.93,123,1602.0,22.17,11042.0,0,0,2019,1680.0,18171.0,21.09,17924.462222222224,5165.578699591117,30570.57248554913,,9
2019-11-01,sector 46,54,8916.06,110,1559.0,23.96,14655.0,0,0,2019,1602.0,11042.0,22.17,17642.709,4950.984923946279,29865.858160919543,,10
2019-12-01,sector 46,53,8683.66,111,1184.0,20.25,15602.0,1,0,2019,1559.0,14655.0,23.96,16849.377272727274,5383.693348427437,42499.49789772727,,11
2020-01-01,sector 46,22,4480.91,130,908.0,23.04,4162.0,0,0,2020,1184.0,15602.0,20.25,16168.900833333333,5648.522743822589,25758.572536585365,19667.32,12
2020-02-01,sector 46,8,1690.08,134,903.0,28.69,2994.0,0,1,2020,908.0,4162.0,23.04,15269.824615384616,6305.187257254427,20172.115517241382,8287.6,13
2020-03-01,sector 46,32,5916.01,133,874.0,34.84,7112.0,0,0,2020,903.0,2994.0,28.69,14299.842857142856,7061.825845014468,32139.980787037035,16242.64,14
2020-04-01,sector 46,30,6645.14,161,863.0,41.45,10569.0,0,0,2020,874.0,7112.0,34.84,13740.920666666667,7140.952010363952,28930.72306220096,25927.56,15
2020-05-01,sector 46,67,14310.93,137,774.0,29.34,14035.0,0,0,2020,863.0,10569.0,41.45,13297.434375,7123.2387784190505,34423.942512077294,18425.32,16
2020-06-01,sector 46,89,18981.63,133,650.0,20.57,17238.0,0,0,2020,774.0,14035.0,29.34,13357.051764705882,6901.425178150919,37475.29280952381,19497.53,17
2020-07-01,sector 46,93,17926.56,123,819.0,19.05,19214.0,0,0,2020,650.0,17238.0,20.57,13669.528333333334,6825.355165298123,27565.31817307692,22757.39,18
2020-08-01,sector 46,117,22195.77,129,603.0,11.84,10579.0,0,0,2020,819.0,19214.0,19.05,13893.582631578947,6704.565424727676,27935.768361581922,12980.14,19
2020-09-01,sector 46,94,19853.53,138,925.0,13.2,12265.0,0,0,2020,603.0,10579.0,11.84,14308.692000000001,6784.663645875082,30482.69169491525,17534.66,20
2020-10-01,sector 46,66,13838.95,140,912.0,12.17,16148.0,0,0,2020,925.0,12265.0,13.2,14572.731904761904,6722.658421020378,30481.700977011493,15106.93,21
2020-11-01,sector 46,70,14971.23,142,1009.0,12.84,22242.0,0,0,2020,912.0,16148.0,12.17,14539.378181818181,6562.507819277799,29746.145028571427,8916.06,22
2020-12-01,sector 46,142,26627.23,121,982.0,11.5,15192.0,1,0,2020,1009.0,22242.0,12.84,14558.154347826086,6412.257700228826,42308.447966101696,8683.66,23
2021-01-01,sector 46,120,24966.93,134,1003.0,11.08,22533.0,0,0,2021,982.0,15192.0,11.5,15061.032500000001,6737.850213683017,25655.282912621362,12074.115,24
2021-02-01,sector 46,88,16505.91,119,1270.0,13.61,10015.0,0,1,2021,1003.0,22533.0,11.08,15457.2684,6887.095782500101,20081.517303921566,4988.84,25
2021-03-01,sector 46,93,18157.23,125,1141.0,12.83,30578.0,0,0,2021,1270.0,10015.0,13.61,15497.600769230768,6751.081319673123,32019.13299539171,11079.325,26
2021-04-01,sector 46,108,19590.02,117,1171.0,12.57,23709.0,0,0,2021,1141.0,30578.0,12.83,15596.105555555554,6639.737935216173,28824.601238095238,16286.35,27
2021-05-01,sector 46,86,16815.29,124,1077.0,11.81,23009.0,0,0,2021,1171.0,23709.0,12.57,15738.745357142858,6559.191395181147,34327.245336538464,16368.125,28
2021-06-01,sector 46,49,8181.7,109,1078.0,13.89,20090.0,0,0,2021,1077.0,23009.0,11.81,15775.867586206898,6444.099632648269,37387.645118483415,19239.58,29
2021-07-01,sector 46,62,13369.88,137,1041.0,15.29,20606.0,0,0,2021,1078.0,20090.0,13.89,15522.728666666666,6482.040877164587,27519.19971291866,20341.975,30
2021-08-01,sector 46,95,17592.48,116,1001.0,14.97,22387.0,0,0,2021,1041.0,20606.0,15.29,15453.28193548387,6384.810133284268,27903.521179775278,17587.955,31
2021-09-01,sector 46,67,18195.76,182,533.0,7.92,20444.0,0,0,2021,1001.0,22387.0,14.97,15520.131875,6292.358848534615,30422.977303370786,18694.095,32
2021-10-01,sector 46,124,20898.45,116,503.0,7.34,13111.0,0,0,2021,533.0,20444.0,7.92,15601.211515151515,6210.749811663304,30386.599542857144,14472.94,33
2021-11-01,sector 46,131,19884.49,104,1143.0,13.72,20922.0,0,0,2021,503.0,13111.0,7.34,15757.012647058826,6183.028195407809,29662.196647727276,11943.645,34
2021-12-01,sector 46,113,19102.73,114,1324.0,14.31,16288.0,1,0,2021,1143.0,20922.0,13.72,15874.940571428573,6131.2458368728185,42220.35123595506,17655.445,35
2022-01-01,sector 46,60,9828.65,111,1254.0,14.23,21244.0,0,0,2022,1324.0,16288.0,14.31,15964.60138888889,6066.92010771818,25651.957536231883,16371.720000000001,36
2022-02-01,sector 46,27,5543.87,134,1239.0,15.69,13872.0,0,1,2022,1254.0,21244.0,14.23,15798.764864864866,6066.519046663519,20064.07531707317,8827.863333333333,37
2022-03-01,sector 46,52,7433.59,102,1202.0,17.19,19944.0,0,0,2022,1239.0,13872.0,15.69,15528.899210526317,6210.912247796543,31955.54628440367,13438.626666666665,38
2022-04-01,sector 46,47,9113.93,117,1157.0,20.02,19690.0,0,0,2022,1202.0,19944.0,17.19,15321.32717948718,6264.235612172927,28780.83545023697,17387.573333333334,39
2022-05-01,sector 46,111,16605.22,110,1051.0,19.33,12118.0,0,0,2022,1157.0,19690.0,20.02,15166.142249999999,6260.812394719988,34243.45607655503,16517.18,40
2022-06-01,sector 46,54,8505.54,109,1003.0,22.03,17340.0,0,0,2022,1051.0,12118.0,19.33,15201.241707317075,6186.14083204501,37249.8812264151,15553.62,41
2022-07-01,sector 46,66,11316.29,125,993.0,21.16,18654.0,0,0,2022,1003.0,17340.0,22.03,15041.820238095237,6196.967233282584,27451.822,18017.943333333333,42
2022-08-01,sector 46,64,9009.69,100,915.0,18.76,17132.0,0,0,2022,993.0,18654.0,21.16,14955.18,6149.052023790025,27845.917597765365,17589.463333333333,43
2022-09-01,sector 46,79,9167.54,101,1007.0,18.67,10423.0,0,0,2022,915.0,17132.0,18.76,14820.05522727273,6142.8740746829235,30354.66882681564,18527.983333333334,44
2022-10-01,sector 46,56,7036.13,98,934.0,17.8,11124.0,0,0,2022,1007.0,10423.0,18.67,14694.443777777777,6130.849135449528,30332.689602272727,16614.77666666667,45
2022-11-01,sector 46,37,6209.46,120,842.0,20.05,7261.8,0,0,2022,934.0,11124.0,17.8,14527.958695652173,6166.606241637151,29606.955367231636,14590.593333333332,46
2022-12-01,sector 46,40,6039.7,113,900.0,20.42,13091.6,1,0,2022,842.0,7261.8,20.05,14350.96936170213,6218.733268325984,42091.202513966484,18137.873333333333,47
2023-01-01,sector 46,35,5027.4,109,874.0,22.74,8405.0,0,0,2023,900.0,13091.6,20.42,14177.817916666667,6268.088190294587,25575.883942307693,14735.9525,48
2023-02-01,sector 46,48,6905.07,108,725.0,20.55,13576.0,0,1,2023,874.0,8405.0,22.74,13991.074693877552,6338.705603439509,19993.588883495147,8006.865,49
2023-03-01,sector 46,77,11341.46,108,688.0,19.54,27787.0,0,0,2023,725.0,13576.0,20.55,13849.354599999999,6353.222374047584,31843.57388127854,11937.3675,50
2023-04-01,sector 46,45,6644.08,110,749.0,22.3,12926.0,0,0,2023,688.0,27787.0,19.54,13800.180196078432,6299.165822985609,28688.067028301888,15319.1625,51
2023-05-01,sector 46,75,10291.73,105,725.0,19.56,15485.0,0,0,2023,749.0,12926.0,22.3,13662.562884615385,6315.557308586825,34159.46447619048,16539.190000000002,52
2023-06-01,sector 46,45,7646.79,123,626.0,16.18,12879.0,0,0,2023,725.0,15485.0,19.56,13598.962264150943,6271.651109576833,37114.931267605636,13791.6,53
2023-07-01,sector 46,48,7015.15,114,618.0,15.33,10824.0,0,0,2023,626.0,12879.0,16.18,13488.736851851852,6264.786089066839,27375.35028436019,16342.53,54
2023-08-01,sector 46,23,3602.89,114,604.0,16.25,8684.5,0,0,2023,618.0,10824.0,15.33,13371.035272727273,6267.590426369745,27741.271888888892,15444.52,55
2023-09-01,sector 46,25,3743.73,112,584.0,18.89,10829.6,0,0,2023,604.0,8684.5,16.25,13196.604107142857,6346.048218810242,30236.962555555554,16187.8725,56
2023-10-01,sector 46,50,9328.58,129,555.0,17.47,10579.0,0,0,2023,584.0,10829.6,18.89,13030.764210526317,6412.5535433178,30201.070621468927,14220.115,57
2023-11-01,sector 46,23,3940.97,124,455.0,18.19,7829.8,0,0,2023,555.0,10579.0,17.47,12966.933448275862,6374.616685634546,29475.508764044942,12495.31,58
2023-12-01,sector 46,30,7589.51,186,554.0,21.13,8848.7,1,0,2023,455.0,7829.8,18.19,12813.951016949153,6427.747315479784,41890.91638888889,15113.33,59
2024-01-01,sector 46,15,3172.44,153,544.0,23.48,6539.0,0,0,2024,554.0,8848.7,21.13,12726.877,6408.633124405029,25477.565837320573,12794.242,60
2024-02-01,sector 46,12,3275.71,189,533.0,23.39,4926.0,0,1,2024,544.0,6539.0,23.48,12570.246885245902,6471.675319798457,19930.3593236715,7786.505999999999,61
2024-03-01,sector 46,22,6241.3,206,887.0,31.47,11879.0,0,0,2024,533.0,4926.0,23.39,12420.335000000001,6526.05112575939,31750.38245454545,11818.185999999998,62
2024-04-01,sector 46,34,8129.9,175,851.0,30.95,8054.0,0,0,2024,887.0,11879.0,31.47,12322.255079365079,6519.85104634718,28584.5741314554,13584.145999999999,63
2024-05-01,sector 46,48,8525.34,122,806.0,26.17,9267.5,0,0,2024,851.0,8054.0,30.95,12256.74953125,6489.094140220392,34046.34725118483,15289.698,64
2024-06-01,sector 46,45,6751.84,110,697.0,24.16,10617.4,0,0,2024,806.0,9267.5,26.17,12199.343230769231,6454.812648077041,36977.2296728972,12562.638,65
2024-07-01,sector 46,26,4346.11,115,685.0,23.25,8444.0,0,0,2024,697.0,10617.4,24.16,12116.805303030304,6439.971894844123,27279.31160377358,14477.054,66
2019-01-01,sector 47,93,18563.02,90,1218.0,8.25,952.5,0,0,2019,,,,,,25371.35095238095,,0
2019-02-01,sector 47,163,32885.2,93,1094.0,7.0,923.0,0,1,2019,1218.0,952.5,8.25,18563.02,,19850.28889423077,,1
2019-03-01,sector 47,497,97404.81,89,932.0,4.48,1579.0,0,0,2019,1094.0,923.0,7.0,25724.11,10127.310599374343,31634.95674208145,,2
2019-04-01,sector 47,362,74268.69,95,760.0,3.14,684.0,0,0,2019,932.0,1579.0,4.48,49617.676666666666,41999.86659682901,28488.991542056076,,3
2019-05-01,sector 47,382,81937.31,95,584.0,2.16,1569.0,0,0,2019,760.0,684.0,3.14,55780.43,36440.50828438502,33925.965141509434,,4
2019-06-01,sector 47,217,46664.45,100,397.0,1.45,1348.0,0,0,2019,584.0,1569.0,2.16,61011.806000000004,33656.64061199706,36836.64646511628,,5
2019-07-01,sector 47,268,57226.11,91,923.0,3.35,2602.3,0,0,2019,397.0,1348.0,1.45,58620.579999999994,30667.95292363936,27171.64399061033,,6
2019-08-01,sector 47,199,40757.82,96,734.0,2.67,1232.0,0,0,2019,923.0,2602.3,3.35,58421.369999999995,28000.84354933199,27607.910662983424,,7
2019-09-01,sector 47,559,116612.84,87,863.0,2.91,3171.0,0,0,2019,734.0,1232.0,2.67,56213.42625,26665.34484688262,30090.591104972376,,8
2019-10-01,sector 47,124,27744.09,98,453.0,1.88,2345.0,0,0,2019,863.0,3171.0,2.91,62924.47222222222,32054.699830123107,30083.809438202246,,9
